";""idencuesta"";""ola"";""version"";""muestra"";""sospechoso"";""r13_nredes"";""r13_sexo_01"";""r13_edad_01"";""r13_relacion_01"";""r13_tiempo_01"";""r13_barrio_01"";""r13_educ_01"";""r13_relig_01"";""r13_ideol_01"";""r13_contacto_01"";""r13_sexo_02"";""r13_edad_02"";""r13_relacion_02"";""r13_tiempo_02"";""r13_barrio_02"";""r13_educ_02"";""r13_relig_02"";""r13_ideol_02"";""r13_contacto_02"";""r13_sexo_03"";""r13_edad_03"";""r13_relacion_03"";""r13_tiempo_03"";""r13_barrio_03"";""r13_educ_03"";""r13_relig_03"";""r13_ideol_03"";""r13_contacto_03"";""r13_sexo_04"";""r13_edad_04"";""r13_relacion_04"";""r13_tiempo_04"";""r13_barrio_04"";""r13_educ_04"";""r13_relig_04"";""r13_ideol_04"";""r13_contacto_04"";""r13_sexo_05"";""r13_edad_05"";""r13_relacion_05"";""r13_tiempo_05"";""r13_barrio_05"";""r13_educ_05"";""r13_relig_05"";""r13_ideol_05"";""r13_contacto_05"";""r14"";""r15"";""r05_01"";""r05_02"";""r06"";""r07"";""r08"";""r09"";""r10"";""r11"";""r16"";""r17"";""r12_01"";""r12_02"";""r12_03"";""r12_04"";""r12_05"";""r12_06"";""r12_07"";""t01"";""t02_01"";""t02_02"";""t02_03"";""t02_04"";""t03_01"";""t03_02"";""t03_03"";""t03_04"";""t04_01"";""t04_02"";""t04_03"";""t04_04"";""t04_05"";""t04_06"";""t04_07"";""t05"";""t06_01"";""t06_02"";""t06_03"";""t06_04"";""t06_05"";""t06_06"";""t06_07"";""t06_08"";""t07_01"";""t07_02"";""t08"";""t09_01"";""t09_02"";""t09_03"";""t10"";""t11_01"";""t11_02"";""t11_03"";""t11_04"";""t12"";""t13_01"";""t13_02"";""t13_03"";""c01"";""c02"";""c03"";""c04"";""c05_01"";""c05_02"";""c05_03"";""c05_04"";""c05_05"";""c05_06"";""c05_07"";""c05_08"";""c05_09"";""c07_01"";""c07_02"";""c07_03"";""c07_04"";""c07_05"";""c07_06"";""c07_07"";""c07_08"";""c08_01"";""c08_02"";""c08_03"";""c08_04"";""c10_01"";""c10_02"";""c10_03"";""c13"";""c14_01"";""c14_02"";""c15"";""c16"";""c16_otro"";""c17"";""c17_otro"";""c36"";""c18_01"";""c18_12"";""c18_02"";""c18_03"";""c18_04"";""c18_05"";""c18_06"";""c18_07"";""c18_08"";""c18_09"";""c18_10"";""c18_11"";""c20"";""c20_otro"";""c21_01"";""c21_02"";""c21_03"";""c21_04"";""c21_05"";""c21_06"";""c21_07"";""c21_08"";""c21_09"";""c21_10"";""c21_11"";""c22"";""c23"";""c24"";""c25"";""c26"";""c27"";""c28"";""c29"";""c30"";""c32_01"";""c32_02"";""d01_01"";""d01_02"";""d01_03"";""d02_01"";""d02_02"";""d02_03"";""d03_01"";""d03_02"";""d04_01"";""d04_02"";""d05_01"";""d05_02"";""d05_03"";""d05_04"";""d06"";""d20"";""d21"";""d22"";""d23_01"";""d23_02"";""d23_03"";""d23_04"";""d23_05"";""f05_01"";""f05_02"";""f05_03"";""f05_04"";""f05_05"";""f05_06"";""f05_07"";""f05_08"";""f06_01"";""f06_02"";""s01"";""s02"";""s03"";""s11_01"";""s11_02"";""s11_03"";""s11_04"";""s11_05"";""s11_06"";""s11_07"";""s11_08"";""s11_09"";""s15"";""s16"";""s17"";""s18"";""s19_01"";""s19_01_fecha"";""s19_02"";""s19_02_fecha"";""s19_03"";""s19_03_fecha"";""s19_04"";""s19_04_fecha"";""s19_05"";""s19_05_fecha"";""s20"";""s21"";""s22_01"";""s22_02"";""s22_03"";""s22_04"";""s22_05"";""s22_06"";""s22_07"";""s22_08"";""s22_09"";""s22_10"";""s23_01"";""s23_02"";""s23_03"";""s23_04"";""s23_05"";""s24_01"";""s24_02"";""s24_03"";""s25_01"";""s25_02"";""s25_03"";""s25_04"";""s26_01"";""s26_02"";""s26_03"";""s26_04"";""s26_05"";""s26_06"";""s27"";""s28"";""s29"";""m0_sexo"";""m0_edad"";""m01"";""m02"";""m13"";""m14"";""m15"";""m16"";""m29"";""m30"";""m38"";""m38_otro"";""m39"";""m41"";""m46"";""m46_nhogar"";""m46_ocup_01"";""m46_educ_01"";""m46_ocup_02"";""m46_educ_02"";""m46_ocup_03"";""m46_educ_03"";""m46_ocup_04"";""m46_educ_04"";""m46_ocup_05"";""m46_educ_05"";""m46_ocup_06"";""m46_educ_06"";""m46_ocup_07"";""m46_educ_07"";""m46_ocup_08"";""m46_educ_08"";""m46_ocup_09"";""m46_educ_09"";""m46_ocup_10"";""m46_educ_10"";""m47_comuna"";""m47_pais"";""m48"";""m48_edad"";""m49"";""m50"";""m51_comuna"";""m51_pais"";""m52"";""m53"";""m53_otro"";""comuna"";""region"";""ponderador01"";""ponderador02"";""estrato"";""segmento"";""idencuestador"""
"1767;13103024;2;201710;1;0;3;2;50;4;5;1;2;2;-999;1;2;54;4;5;1;3;2;-999;1;2;54;4;5;1;2;3;-999;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;5;2;1;NA;NA;1;1;3;1;1;-999;-999;4;4;4;4;3;1;2;1;3;4;4;2;3;1;3;3;5;5;4;2;2;4;2;4;1;1;-999;4;4;3;2;4;2;2;1;5;4;1;2;1;3;2;NA;NA;NA;1;2;2;3;1;1;3;-999;1;1;1;1;1;3;1;3;3;1;1;3;1;3;1;1;3;5;5;5;1;2;4;-888;15;"""";5;"""";3;3;2;4;4;4;4;4;4;4;4;4;4;7;"""";4;4;4;5;5;5;5;5;5;5;4;2;1;1;2;3;-888;-888;-888;-888;5;4;2;2;10;1;1;1;3e+06;250000;2500000;8e+05;4;5;4;4;5;-888;-888;-888;6;10;10;-888;-888;2;2;1;4;1;1;1;1;5;5;4;4;3;1;1;1;3;1;1;1;1;1;2;7;-999;1;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;1;4;1;4;1;5;4;3;3;4;1;1;1;1;1;3;1;1;1;1;1;1;4;4;1;1;1;3;0;0;1;2;49;2;7;NA;NA;NA;NA;-888;5;1;"""";7;1;1;3;1;5;6;5;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13106;NA;2;NA;2;""402"";13124;NA;1;10;"""";13103;13;3.00598669052124;2.3528163433075;1;379955;16"
"1768;13103041;2;201710;1;0;3;1;15;2;5;1;2;2;6;1;2;50;3;5;1;2;1;1;1;1;55;3;5;1;2;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;1;2;3;5;1;3;2;2;2;2;1;1;2;4;5;2;5;4;2;4;2;2;5;5;1;1;5;5;5;5;1;5;5;2;1;4;5;1;3;1;4;4;5;5;1;5;5;5;3;5;1;1;1;1;6;77;77;2;2;2;1;1;3;3;1;1;3;3;1;1;3;1;3;3;3;3;3;3;1;3;1;4;4;5;5;3;1;5;10;11;"""";1;"""";2;4;2;4;4;5;5;4;4;5;1;4;5;2;"""";3;3;1;1;4;1;2;2;5;3;5;3;1;3;1;2;5;5;3;3;5;5;4;3;6;1;1;1;1e+07;275000;6e+06;450000;5;5;5;5;5;4;4;4;1;1;10;10;10;2;1;1;4;1;5;1;1;5;5;3;2;3;4;4;4;4;4;1;1;1;1;1;4;1;4;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;5;5;1;1;1;5;1;5;1;5;1;1;4;4;1;4;4;1;1;1;1;1;2;4;1;1;1;2;5;5;1;1;33;8;1;6e+05;NA;6e+05;4;6e+05;NA;9;"""";NA;2;1;1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13124;NA;1;18;3;""gillermo gonzalez henrich"";13123;NA;2;10;"""";13103;13;0.751496613025665;1.0576297044754;1;352129;16"
"1769;13103043;2;201710;1;0;3;2;37;4;4;1;3;2;6;1;2;30;4;5;1;3;1;-999;1;2;29;2;5;1;3;1;-999;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;1;1;NA;NA;1;3;2;2;1;-888;-888;4;4;4;4;4;2;4;4;4;4;4;4;4;4;5;4;5;5;2;2;2;3;4;3;5;3;-888;4;4;4;5;3;1;5;3;4;2;4;1;1;1;2;NA;NA;NA;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;3;1;3;1;1;1;1;1;4;5;5;1;3;3;12;15;"""";5;"""";8;1;3;5;5;1;1;1;4;3;1;1;5;1;"""";5;5;5;5;3;-999;-888;5;5;-999;5;1;1;1;3;-888;-888;-888;-888;1;5;5;4;0;6;1;1;1;2e+07;2e+05;1e+07;5e+05;4;5;4;4;5;-888;-888;-888;-888;10;10;-888;-888;5;2;1;1;1;5;1;1;5;5;2;3;3;2;2;4;4;4;4;4;4;4;1;1;1;4;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;4;4;1;1;1;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;5;3;1;1;1;3;0;0;1;2;48;1;6;NA;NA;NA;NA;-888;2;2;"""";7;1;1;2;1;3;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8102;NA;2;NA;3;""no fue"";-999;NA;2;10;"""";13103;13;0.751496613025665;0.588204085826874;1;352129;16"
"1770;13103044;2;201710;1;0;3;1;53;4;5;2;3;4;6;1;1;49;4;5;1;3;1;3;1;1;40;3;5;2;3;1;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;3;3;5;5;1;4;5;4;5;4;4;4;2;4;4;4;4;5;2;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;2;2;4;2;2;2;4;2;2;4;2;5;4;4;5;1;1;1;1;2;NA;NA;NA;2;2;2;1;1;1;1;3;1;1;1;1;1;3;1;3;1;1;3;3;3;1;1;4;4;4;4;4;1;1;3;0;1;"""";5;"""";1;2;2;4;4;2;2;2;2;4;2;2;4;4;"""";4;4;4;4;4;4;4;4;4;4;4;5;5;5;1;1;5;5;3;2;2;2;0;0;3;2;2;2;7e+06;180000;2e+06;5e+05;1;5;3;2;5;2;1;5;1;1;1;10;10;1;1;1;1;1;5;1;1;2;2;4;2;3;1;1;1;1;1;1;1;1;1;1;7;1;6;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;4;3;4;4;2;4;2;4;2;4;1;1;1;1;1;5;5;1;1;1;1;1;3;3;5;3;4;5;0;0;1;1;39;5;1;350000;NA;7e+05;2;9e+05;NA;8;"""";NA;1;1;2;1;5;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13103;NA;1;19;2;""complejo estacion central"";13106;NA;1;10;"""";13103;13;0.751496613025665;1.0576297044754;1;352129;109"
"1771;13103045;2;201710;1;0;4;2;75;4;4;1;1;1;3;1;2;70;4;4;1;3;1;3;1;2;67;4;4;1;3;2;-999;1;1;35;4;3;1;5;3;-999;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;1;2;4;1;2;2;2;1;2;4;4;1;1;5;5;5;3;3;4;4;4;4;4;4;4;4;4;4;4;5;4;1;4;4;4;5;5;5;5;5;5;5;5;2;4;4;5;3;5;1;1;1;2;NA;NA;NA;4;2;2;1;4;2;2;-888;2;2;2;4;2;3;3;1;2;1;2;3;1;3;1;1;1;5;5;5;1;5;5;5;8;"""";1;"""";8;1;1;5;5;3;3;4;3;5;2;2;5;1;"""";4;4;4;5;5;-888;4;4;4;4;4;1;1;1;1;1;5;5;3;4;5;5;7;5;9;1;1;1;1.2e+07;3e+05;1e+07;5e+05;5;5;5;4;5;-888;-888;-888;10;-888;1;7;8;5;3;1;1;1;1;1;1;5;5;4;4;3;4;1;1;1;1;1;1;1;1;1;1;1;2;1;2004;1;2010;2;NA;1;1992;2;NA;2;0;3;5;1;5;1;5;1;5;3;4;4;1;1;2;1;1;1;1;4;1;1;2;1;3;3;3;2;1;0;0;1;2;66;7;5;NA;NA;NA;NA;-888;3;1;"""";4;1;1;1;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13130;NA;2;NA;6;""liceo 8 de ninas"";13130;NA;2;10;"""";13103;13;0.375748306512833;0.294102042913437;1;352129;16"
"1772;13104012;2;201710;1;0;2;2;68;4;5;2;3;1;5;1;2;41;2;5;2;5;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;1;1;NA;NA;-999;1;4;1;1;3;3;2;2;4;4;5;1;1;1;1;1;1;1;1;3;1;1;2;4;5;5;5;4;2;2;2;2;2;2;4;1;1;1;1;4;4;4;1;5;5;1;5;2;NA;NA;NA;1;2;2;1;2;2;5;3;3;3;3;3;3;1;1;1;1;3;3;1;1;1;1;1;1;5;5;5;2;3;3;5;10;"""";1;"""";2;2;2;5;4;4;4;5;5;5;4;4;5;1;"""";5;5;5;5;5;5;5;5;4;3;2;1;1;1;2;2;4;1;1;3;5;5;3;5;8;4;1;4;8e+06;4e+05;8e+06;6e+05;2;5;5;5;3;2;-888;-888;5;5;6;1;10;3;1;5;5;1;5;1;1;4;4;2;3;2;1;2;2;1;2;1;1;1;1;1;4;7;3;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;2;4;1;1;3;4;1;4;4;2;1;2;1;2;2;1;1;1;1;1;1;1;1;4;3;3;5;1;0;0;1;2;66;3;9;NA;NA;NA;NA;5e+05;NA;1;"""";7;3;1;1;5;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13120;NA;1;25;3;""Unesco"";13104;NA;2;10;"""";13104;13;0.50099778175354;0.392136096954346;1;418119;60"
"1773;13104013;2;201710;1;0;5;2;65;4;5;1;4;1;2;1;2;65;4;4;1;5;1;2;1;2;65;4;4;1;3;1;2;1;1;65;4;4;1;3;1;2;1;2;66;3;5;1;4;1;2;1;1;3;1;1;1;NA;NA;1;3;2;3;1;3;3;1;5;2;2;5;2;1;5;1;1;2;2;4;1;1;5;5;2;1;5;-888;4;1;2;1;1;5;4;5;5;5;5;1;5;2;5;1;4;4;1;1;2;NA;NA;NA;3;2;2;1;3;2;5;3;1;3;1;3;1;3;1;3;1;3;2;3;3;1;1;1;1;4;5;4;1;1;1;5;10;"""";1;"""";10;4;4;4;3;2;4;4;4;4;2;3;2;1;"""";4;4;4;4;1;2;4;4;4;4;4;1;1;1;2;4;4;4;3;1;5;5;5;4;5;1;4;4;1e+07;6e+05;1e+07;1e+06;1;5;3;5;1;1;1;3;1;1;1;1;1;5;5;1;5;1;1;1;1;5;5;2;4;2;2;2;3;3;3;5;3;5;3;1;1;1;7;-999;-999;-999;-999;-999;-999;2;NA;2;NA;5;NA;1;5;4;3;1;5;5;5;5;5;1;1;1;2;1;1;2;1;1;1;1;1;5;5;2;5;5;2;5;0;2;2;71;2;5;NA;NA;NA;NA;85000;NA;1;"""";1;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8400;NA;2;NA;3;""Escuela Unesco"";13104;NA;2;10;"""";13104;13;0.50099778175354;0.392136096954346;1;418119;60"
"1774;13104014;2;201710;1;0;4;2;34;2;5;1;1;1;6;1;2;33;2;5;1;4;1;-999;1;1;48;1;5;1;1;3;6;1;2;38;2;5;1;4;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;3;4;4;1;5;5;4;4;3;4;3;1;4;4;4;4;1;1;4;1;1;4;4;4;4;1;1;5;1;5;4;4;1;1;4;1;1;3;4;4;4;4;4;1;5;1;5;1;2;1;2;1;2;NA;NA;NA;1;3;2;1;1;1;5;-888;1;1;1;3;1;2;2;3;2;2;3;3;3;1;2;2;4;5;5;5;1;1;3;12;15;"""";5;"""";10;1;4;4;4;2;3;4;4;2;2;2;4;4;"""";4;4;4;4;4;4;4;4;4;4;4;1;1;1;1;3;4;4;1;1;1;1;0;10;5;2;2;2;5e+06;7e+05;5e+06;1e+06;1;5;3;5;5;4;-888;-888;1;1;1;1;1;3;1;1;3;1;1;2;1;4;4;4;2;2;4;4;2;2;1;1;1;1;1;2;1;1;1;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;3;4;1;5;1;5;1;5;1;5;2;2;2;2;2;4;4;1;1;1;1;1;3;5;1;5;4;1;0;0;5;2;57;5;2;3e+05;NA;5e+05;2;1e+06;NA;1;"""";4;3;1;3;2;2;4;2;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13101;NA;1;17;2;""Rosa Adunate de Prado"";13101;NA;1;10;"""";13104;13;1.00199556350708;0.784272193908691;1;418119;60"
"1775;13104023;2;201710;1;0;3;2;55;3;5;1;2;1;5;1;1;28;4;4;1;5;1;5;1;1;26;4;4;1;3;1;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;1;2;4;1;1;3;3;4;3;2;4;4;1;2;4;4;5;4;5;5;5;5;5;5;5;4;5;4;4;4;2;2;2;3;4;5;4;3;4;5;4;5;5;5;5;2;3;2;5;1;1;1;2;1;1;5;10;3;2;2;1;2;1;4;3;3;1;1;3;4;3;1;3;1;2;3;3;3;1;2;1;5;5;5;5;2;2;3;5;6;"""";2;"""";1;1;1;4;4;3;1;4;4;4;2;4;4;2;"""";3;3;5;4;4;4;4;3;4;4;5;3;3;5;3;1;3;1;3;3;5;5;6;4;7;5;5;5;5e+06;4e+05;2e+06;5e+05;4;4;4;4;4;3;3;4;4;2;10;3;3;1;1;1;3;1;1;1;1;4;4;4;4;3;1;2;1;1;2;2;1;1;1;2;4;1;8;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;3;5;3;4;3;5;1;5;2;4;1;1;3;1;3;5;5;1;3;1;3;3;3;3;3;4;4;5;1;0;1;1;24;5;1;6e+05;NA;1e+06;5;1800000;NA;1;"""";6;3;1;3;1;4;1;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13401;NA;2;NA;3;""Saint Lowrence"";13129;NA;1;10;"""";13104;13;0.50099778175354;0.705086529254913;1;407203;60"
"1776;13104024;2;201710;1;0;2;2;64;4;3;1;-999;1;5;1;2;36;4;1;2;1;1;-999;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;2;2;5;3;1;1;1;1;1;1;3;4;4;4;2;4;4;3;4;4;4;4;1;4;4;2;3;4;5;5;4;3;1;1;2;4;1;4;4;4;4;3;1;4;1;1;4;3;4;5;1;1;1;1;5;77;77;4;2;2;1;5;1;2;-888;1;1;2;5;2;3;1;1;1;3;3;3;3;1;1;1;1;2;4;4;5;5;5;0;1;"""";2;"""";5;1;1;5;5;4;4;4;4;2;1;1;5;2;"""";5;5;5;4;3;1;4;2;5;1;5;1;3;1;3;1;5;-888;3;1;5;5;0;0;0;4;4;4;2e+07;450000;2500000;8e+05;1;5;3;2;5;1;1;5;1;3;7;10;1;5;1;1;1;1;1;1;1;5;5;2;2;2;5;5;5;5;5;5;5;5;3;0;1;1;4;1;1984;1;1984;2;NA;2;NA;2;NA;5;NA;5;5;1;4;5;5;5;5;5;5;1;1;2;2;1;1;1;1;1;1;1;1;1;5;1;5;5;1;0;0;1;2;64;5;6;NA;NA;NA;NA;450000;NA;1;"""";6;1;1;1;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6303;NA;1;18;1;""Instituno nacional ( vespertino)"";13101;NA;2;10;"""";13104;13;1.00199556350708;0.784272193908691;1;407203;60"
"1777;13104025;2;201710;1;0;1;1;55;4;2;1;5;1;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;1;5;5;3;5;2;2;2;4;4;4;2;4;1;4;4;1;4;3;3;4;4;4;4;4;3;4;4;4;3;3;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;3;3;1;1;1;1;2;NA;NA;NA;3;2;2;1;2;1;2;2;1;1;1;5;1;1;1;3;1;1;3;3;3;1;1;1;1;4;4;4;3;2;2;4;15;"""";5;"""";10;2;2;4;4;4;4;4;4;4;2;2;4;1;"""";4;4;4;4;4;1;4;4;1;1;4;1;3;3;3;3;3;4;1;3;5;5;6;8;9;2;2;2;1.2e+07;350000;3500000;5e+05;3;4;4;4;3;3;2;5;3;6;5;10;2;1;1;1;1;1;1;1;1;4;4;3;3;3;2;1;2;1;1;2;1;1;1;2;3;1;9;2;NA;2;NA;2;NA;2;NA;2;NA;-888;NA;3;4;1;1;4;4;1;5;1;3;1;1;4;1;2;4;4;1;1;1;5;3;5;3;4;2;2;5;0;0;2;1;22;5;1;6e+05;NA;8e+05;3;2e+06;NA;1;"""";7;2;1;8;1;5;1;5;1;4;1;4;9;5;9;1;9;1;1;4;NA;NA;NA;NA;13127;NA;1;20;2;""Academia Miraflores"";13127;NA;1;10;"""";13104;13;3.50698471069336;4.93560600280762;1;407203;60"
"1778;13104031;2;201710;1;0;1;2;82;3;5;1;1;1;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;1;1;1;NA;NA;1;2;1;2;1;1;3;5;5;1;1;1;4;4;4;4;4;5;3;2;5;4;3;4;3;4;5;2;3;3;4;3;1;4;3;1;5;4;4;4;4;3;5;4;1;1;1;4;2;NA;NA;NA;-888;1;1;2;3;2;2;2;2;2;1;2;1;3;1;3;1;1;3;3;3;3;1;1;1;5;4;4;1;1;1;10;-888;"""";-888;"""";2;1;1;4;4;2;4;4;4;4;4;4;4;9;"""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;4;5;-888;1;5;4;5;5;5;1;1;1;1e+07;280000;-888;5e+05;2;5;2;2;-888;-888;-888;-888;1;2;3;2;10;4;3;1;1;1;5;3;1;5;5;3;2;2;4;4;4;4;4;4;4;4;4;0;2;9;2;1;2008;2;NA;1;2015;2;NA;2;NA;2;20;4;4;2;2;5;5;1;5;5;3;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;0;0;1;1;56;5;9;NA;NA;NA;NA;250000;NA;1;"""";7;3;1;1;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13120;NA;2;NA;3;""Libertador Bernardo O` Higgins"";13108;NA;1;10;"""";13104;13;0.375748336315155;0.528814852237701;1;780127;60"
"1779;13104032;2;201710;1;0;2;1;54;1;5;1;2;1;6;1;2;25;2;5;1;4;1;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;1;1;NA;NA;3;1;4;3;3;4;4;4;3;4;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;3;4;4;2;4;1;1;4;3;4;4;4;4;2;5;5;5;2;1;1;1;2;2;NA;NA;NA;3;1;2;2;2;1;2;3;1;2;1;3;1;3;3;3;1;1;2;3;1;1;1;1;1;4;4;4;2;2;2;4;15;"""";5;"""";9;2;2;4;4;3;4;4;4;4;3;3;5;1;"""";4;4;4;4;4;1;4;4;1;1;3;1;1;3;1;2;5;4;3;2;5;5;4;2;6;2;1;1;1.5e+07;4e+05;4e+06;6e+05;3;5;5;5;4;2;2;4;3;4;6;10;1;1;1;1;1;1;3;2;1;4;4;4;4;3;2;1;1;1;1;1;1;1;1;1;1;1;2;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;1;5;1;5;2;5;1;5;3;5;1;1;2;1;1;5;5;1;1;1;1;1;4;4;4;5;5;1;1;0;1;2;52;5;9;NA;NA;NA;NA;350000;NA;1;"""";6;3;1;2;1;5;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13104;NA;1;27;3;""Poeta Eusebio Lillo"";13104;NA;2;10;"""";13104;13;1.12724494934082;0.882306098937988;1;780127;60"
"1780;13104033;2;201710;1;0;3;1;38;4;2;1;3;3;6;1;1;28;4;1;1;2;3;6;1;2;52;3;5;1;1;2;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;1;1;2;3;3;3;2;3;2;2;4;4;3;4;4;2;4;4;5;5;5;5;4;4;4;4;4;4;4;4;3;2;2;4;2;4;2;2;4;4;4;4;4;4;2;4;2;5;4;1;1;1;2;2;NA;NA;NA;3;2;2;1;1;1;1;1;1;1;1;1;1;3;1;3;1;1;3;2;2;1;1;1;1;2;2;2;1;1;1;5;15;"""";5;"""";9;4;1;4;4;4;4;2;4;3;1;1;5;9;"""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;-888;3;-888;-888;1;5;5;5;4;5;1;1;1;5e+06;270000;1500000;5e+05;4;4;4;5;3;3;2;4;3;4;10;10;2;1;1;1;1;1;3;3;1;4;4;4;4;3;1;1;1;1;1;1;1;1;1;3;3;1;8;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;4;4;2;4;4;4;2;4;4;4;1;1;4;1;2;5;5;1;1;1;4;1;5;2;4;1;1;4;0;0;1;1;32;5;1;350000;NA;5e+05;3;6e+05;NA;9;"""";NA;1;1;4;1;3;4;2;1;2;9;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13104;NA;2;NA;3;""Liceo Poeta Federico Garcia Lorca"";13104;NA;1;10;"""";13104;13;1.87874174118042;2.64407444000244;1;780127;60"
